"GeoFips","GeoName","LineCode","Description","2012:Q1","2012:Q2","2012:Q3","2012:Q4","2013:Q1","2013:Q2","2013:Q3","2013:Q4","2014:Q1","2014:Q2","2014:Q3","2014:Q4","2015:Q1","2015:Q2","2015:Q3","2015:Q4","2016:Q1","2016:Q2","2016:Q3","2016:Q4","2017:Q1","2017:Q2","2017:Q3","2017:Q4","2018:Q1","2018:Q2","2018:Q3","2018:Q4","2019:Q1","2019:Q2","2019:Q3","2019:Q4","2020:Q1","2020:Q2","2020:Q3","2020:Q4","2021:Q1","2021:Q2","2021:Q3"
"10000","Delaware","1","Personal income (millions of dollars, seasonally adjusted)",39794.7,40299.7,40098.2,41380.6,40525.3,41058.3,41205.8,41611.9,42202.7,42781.1,43327.8,43814.9,44586.8,45287.2,45273.3,45717.2,45637.7,46230.7,46708.8,47202.0,47855.7,48074.8,48922.2,49430.1,50311.7,50920.2,51760.7,52249.2,52188.1,52383.1,52624.2,52954.9,53915.5,57035.2,55273.7,55205.0,61491.8,57792.7,58574.8
"10000","Delaware","2","Population (midperiod, persons) 1/",912725,914544,916774,919131,921048,922974,925323,927790,929931,932018,934449,936917,938933,940946,943197,945356,947144,948977,951141,953362,955159,956930,959247,961731,963738,965828,968363,971005,973173,975438,978226,981245,983714,985835,988196,990851,992986,995225,997840
"10000","Delaware","3","Per capita personal income (dollars) 2/",43600,44065,43738,45021,43999,44485,44531,44851,45383,45902,46367,46765,47487,48129,48000,48360,48185,48716,49108,49511,50102,50239,51001,51397,52205,52722,53452,53809,53627,53702,53796,53967,54808,57855,55934,55715,61926,58070,58702
"11000","District of Columbia","1","Personal income (millions of dollars, seasonally adjusted)",42550.9,42954.6,42599.8,43937.0,43233.1,43619.0,43728.4,44208.8,45812.6,46483.2,47193.7,47631.5,49652.2,50278.7,50598.2,50820.0,52022.6,52522.2,52803.6,53389.4,53694.4,54090.7,54743.5,55284.3,55718.1,56199.8,57084.9,57288.7,56690.8,56965.2,57375.8,57929.5,58721.0,63402.3,62812.3,61888.9,66028.6,64515.5,64981.3
"11000","District of Columbia","2","Population (midperiod, persons) 1/",630066,633806,637854,641931,645734,649554,653127,656243,659182,662096,665403,668905,672122,675352,678423,681140,683675,686241,688837,691333,693614,695871,698034,699919,701537,703243,704730,705863,706753,707718,709015,710462,711598,712460,713198,713905,714667,715603,716510
"11000","District of Columbia","3","Per capita personal income (dollars) 2/",67534,67772,66786,68445,66952,67152,66952,67366,69499,70206,70925,71208,73874,74448,74582,74610,76093,76536,76656,77227,77413,77731,78425,78987,79423,79915,81003,81161,80213,80491,80923,81538,82520,88991,88071,86691,92391,90155,90691
"12000","Florida","1","Personal income (millions of dollars, seasonally adjusted)",788129.1,794829.0,794151.4,825097.5,792654.6,798704.7,805807.8,814735.8,834947.8,854350.9,869565.2,886785.5,904536.5,916335.4,924420.1,934047.5,935793.3,946159.6,960983.4,973342.5,996671.6,1016646.7,1031423.4,1047782.7,1066354.4,1077687.5,1095763.8,1108948.8,1127159.0,1135181.7,1142137.1,1154719.4,1170131.3,1245820.8,1220732.1,1203299.5,1364007.6,1292009.3,1299644.7
"12000","Florida","2","Population (midperiod, persons) 1/",19214245,19271676,19337994,19405817,19462774,19520194,19592780,19673396,19745612,19816711,19904457,20001458,20087543,20173782,20273956,20380613,20478422,20576186,20675162,20768199,20851277,20933143,21016217,21091090,21154693,21219783,21288844,21353329,21407110,21462029,21529361,21600635,21659884,21710061,21761157,21814197,21863957,21916767,21973418
"12000","Florida","3","Per capita personal income (dollars) 2/",41018,41243,41067,42518,40727,40917,41128,41413,42285,43113,43687,44336,45030,45422,45596,45830,45697,45983,46480,46867,47799,48566,49077,49679,50407,50787,51471,51933,52653,52893,53050,53458,54023,57384,56097,55161,62386,58951,59146
"13000","Georgia","1","Personal income (millions of dollars, seasonally adjusted)",367238.4,369428.7,368727.4,380432.6,372655.3,376518.0,377984.3,381651.3,392278.1,399723.3,406331.1,412831.2,420780.9,425630.3,430118.4,433220.1,439144.5,440652.4,445079.2,451218.6,461151.3,465844.8,470641.3,479315.9,484369.6,489862.2,497724.8,500742.9,511547.8,516600.9,520118.6,524844.6,529359.8,578984.7,562327.5,547593.9,625758.6,585078.4,586173.4
"13000","Georgia","2","Population (midperiod, persons) 1/",9867600,9891089,9914324,9934335,9950131,9966307,9988531,10014254,10036885,10059248,10086928,10117037,10143010,10169310,10200225,10232929,10262460,10292468,10323352,10352363,10377840,10403070,10431211,10458594,10481854,10506199,10534305,10563140,10588013,10613934,10640989,10665810,10685821,10702475,10720826,10741218,10757490,10775320,10796290
"13000","Georgia","3","Per capita personal income (dollars) 2/",37217,37350,37191,38295,37452,37779,37842,38111,39084,39737,40283,40806,41485,41854,42168,42336,42791,42813,43114,43586,44436,44780,45119,45830,46210,46626,47248,47405,48314,48672,48879,49208,49539,54098,52452,50981,58170,54298,54294
"15000","Hawaii *","1","Personal income (millions of dollars, seasonally adjusted)",60817.6,61537.3,61333.5,62539.8,61799.5,62200.0,62699.2,63386.3,64590.2,65691.5,66591.6,67273.4,68137.9,68846.9,69365.8,70085.6,70737.9,71280.0,71845.4,72423.3,73670.8,74209.9,74869.6,75076.5,75385.3,76021.3,76491.6,76837.5,77642.6,78149.6,78945.0,79327.3,79522.5,88054.7,81759.8,80772.3,90455.0,85362.6,85926.4
"15000","Hawaii *","2","Population (midperiod, persons) 1/",1389600,1393288,1397207,1401075,1404282,1407202,1409708,1411653,1413153,1414508,1416537,1418802,1420500,1422085,1423877,1425496,1426795,1428107,1428668,1428230,1427283,1426138,1425613,1425263,1424382,1423427,1422350,1420781,1418688,1416525,1414992,1413642,1411684,1408762,1405965,1403784,1401274,1398512,1396062
"15000","Hawaii *","3","Per capita personal income (dollars) 2/",43766,44167,43897,44637,44008,44201,44477,44902,45706,46441,47010,47416,47968,48413,48716,49166,49578,49912,50288,50708,51616,52036,52517,52676,52925,53407,53778,54081,54728,55170,55792,56116,56332,62505,58152,57539,64552,61038,61549
"16000","Idaho","1","Personal income (millions of dollars, seasonally adjusted)",54946.1,55683.9,55914.4,58163.8,57248.3,58319.5,58845.7,59201.4,60010.8,61416.0,62253.6,63525.1,64984.2,65103.4,65820.7,65994.3,66885.7,67727.3,68491.6,68932.8,70159.7,71666.6,72568.4,73871.0,75275.3,76100.5,76934.0,78412.7,80323.8,81299.7,82365.7,83347.2,85208.0,92679.3,88187.4,90236.1,102647.3,94917.6,95757.9
"16000","Idaho","2","Population (midperiod, persons) 1/",1591693,1594423,1598225,1602602,1606165,1609951,1614746,1620112,1624860,1629696,1635093,1640511,1645127,1649906,1656661,1664809,1672326,1679997,1688742,1698025,1706569,1715192,1724035,1732413,1740036,1747931,1756936,1766476,1775302,1784341,1794201,1804300,1813615,1822513,1831954,1841857,1850797,1860060,1870123
"16000","Idaho","3","Per capita personal income (dollars) 2/",34521,34924,34985,36293,35643,36224,36443,36542,36933,37686,38073,38723,39501,39459,39731,39641,39996,40314,40558,40596,41112,41783,42092,42641,43261,43537,43789,44389,45245,45563,45907,46194,46982,50852,48138,48992,55461,51029,51204
"17000","Illinois","1","Personal income (millions of dollars, seasonally adjusted)",586856.4,593256.9,590479.6,609701.3,602941.2,608912.5,611306.8,615953.8,626125.4,634994.1,642134.8,651305.6,659092.3,664853.0,670776.5,673052.9,670483.9,671377.4,672998.2,679904.4,682442.8,689700.4,696642.7,704537.9,717004.9,725650.0,731620.4,739189.4,744627.7,745028.9,750354.2,755235.7,761809.6,816601.9,799112.4,791017.8,883844.9,836600.9,845191.7
"17000","Illinois","2","Population (midperiod, persons) 1/",12879154,12881041,12887208,12893225,12893027,12893754,12895991,12895776,12891026,12886369,12884398,12880835,12871318,12862636,12856676,12849190,12837195,12826006,12818447,12810571,12797623,12784650,12774957,12763531,12746490,12731033,12719357,12707131,12689730,12673674,12660557,12646093,12625670,12600937,12578779,12559673,12534991,12511672,12492593
"17000","Illinois","3","Per capita personal income (dollars) 2/",45566,46057,45819,47289,46765,47225,47403,47764,48571,49276,49838,50564,51206,51689,52173,52381,52230,52345,52502,53074,53326,53948,54532,55199,56251,56999,57520,58171,58680,58786,59267,59721,60338,64805,63529,62981,70510,66866,67655
"18000","Indiana","1","Personal income (millions of dollars, seasonally adjusted)",253645.1,257312.0,257944.8,263643.9,261592.5,261639.5,261788.6,261788.6,266255.6,271092.3,274213.8,277418.1,279180.7,282298.8,283665.4,286140.5,286977.8,289386.5,291754.9,294298.3,296766.6,300104.1,302814.8,306889.9,312646.3,314938.5,317772.3,321771.9,326567.2,328108.8,330575.6,333476.3,337771.7,362302.1,350684.6,352279.6,401545.0,372444.1,376521.7
"18000","Indiana","2","Population (midperiod, persons) 1/",6531515,6536155,6544158,6553369,6559406,6566264,6574413,6581934,6587163,6592696,6599132,6604327,6606465,6609317,6615573,6623116,6628367,6634233,6641828,6649053,6653723,6658655,6667512,6677709,6685010,6693482,6703408,6712551,6719081,6726545,6735602,6744123,6749563,6753337,6758180,6763974,6767021,6771473,6777901
"18000","Indiana","3","Per capita personal income (dollars) 2/",38834,39367,39416,40230,39881,39846,39819,39774,40420,41120,41553,42006,42259,42712,42878,43203,43295,43620,43927,44262,44602,45070,45416,45957,46768,47052,47405,47936,48603,48778,49079,49447,50043,53648,51890,52082,59339,55002,55551
"19000","Iowa","1","Personal income (millions of dollars, seasonally adjusted)",130368.0,132374.6,131265.1,134628.0,134087.6,134803.6,135381.5,134758.6,136201.9,139589.8,140519.9,141813.6,143255.7,143797.6,145352.1,145945.2,145273.4,145230.1,146329.2,146327.4,148515.9,149175.4,149229.2,151269.8,153227.2,154829.6,156183.4,160048.4,158528.8,157750.5,160869.3,161509.6,162090.1,177609.2,166848.6,170178.7,190195.4,180113.0,179749.4
"19000","Iowa","2","Population (midperiod, persons) 1/",3073385,3075503,3079620,3084580,3087847,3091607,3096387,3101156,3104697,3108471,3112759,3116417,3118474,3120932,3124306,3127451,3129403,3131686,3135011,3138252,3140123,3142214,3144971,3147082,3147677,3148894,3151570,3154519,3156137,3158196,3160900,3163175,3163869,3163732,3164061,3164703,3164178,3164353,3165418
"19000","Iowa","3","Per capita personal income (dollars) 2/",42418,43042,42624,43645,43424,43603,43722,43454,43870,44906,45143,45505,45938,46075,46523,46666,46422,46374,46676,46627,47296,47475,47450,48067,48679,49170,49557,50736,50229,49950,50894,51059,51232,56139,52732,53774,60109,56919,56785
"20000","Kansas","1","Personal income (millions of dollars, seasonally adjusted)",130598.0,130849.0,128792.9,133552.6,131477.6,134218.1,134547.8,135676.1,133848.8,136288.8,138148.3,139229.0,138261.5,138430.6,138497.0,138157.9,136942.1,138089.6,139189.3,139914.5,141221.9,141965.6,142834.8,144896.5,146477.7,148143.7,149669.7,151531.9,153511.2,153595.7,155639.4,157097.7,157837.6,170490.9,160906.2,164614.0,180596.3,171373.5,172046.0
"20000","Kansas","2","Population (midperiod, persons) 1/",2880229,2883930,2887660,2890368,2891588,2893130,2895601,2898040,2899384,2900858,2903551,2906374,2907801,2909519,2911417,2912401,2912336,2912542,2913167,2913212,2912049,2910992,2911550,2912530,2912179,2912328,2913161,2913608,2912859,2912498,2913537,2914991,2915050,2914318,2914230,2914698,2913752,2913307,2913897
"20000","Kansas","3","Per capita personal income (dollars) 2/",45343,45372,44601,46206,45469,46392,46466,46816,46165,46982,47579,47905,47548,47579,47570,47438,47021,47412,47779,48028,48496,48769,49058,49749,50298,50868,51377,52008,52701,52737,53419,53893,54146,58501,55214,56477,61981,58824,59043
"21000","Kentucky","1","Personal income (millions of dollars, seasonally adjusted)",156182.9,157636.8,156937.5,159785.6,158768.9,158918.4,159450.8,159761.0,163272.5,165988.5,167673.8,169933.5,171931.3,173926.2,175000.7,176466.6,175131.5,176348.0,178443.1,178839.9,180634.9,181571.4,182872.4,184825.2,185819.1,187949.8,188990.0,190689.2,194026.0,195253.5,196822.4,198900.3,200790.3,226911.5,209931.8,210156.9,241105.5,221240.9,224844.4
"21000","Kentucky","2","Population (midperiod, persons) 1/",4381853,4385631,4391029,4396652,4400168,4404266,4408605,4411917,4413643,4415628,4419292,4423220,4425087,4427452,4431047,4434434,4436313,4438644,4442811,4447424,4450287,4453398,4457230,4460101,4461055,4462862,4465841,4468522,4469484,4471071,4473966,4476796,4477580,4477422,4478653,4480945,4480430,4480714,4482989
"21000","Kentucky","3","Per capita personal income (dollars) 2/",35643,35944,35740,36343,36082,36083,36168,36211,36993,37591,37941,38418,38854,39284,39494,39795,39477,39730,40164,40212,40590,40771,41028,41440,41654,42114,42319,42674,43411,43670,43993,44429,44843,50679,46874,46900,53813,49376,50155
"22000","Louisiana","1","Personal income (millions of dollars, seasonally adjusted)",185299.2,188782.5,187982.7,192978.7,190285.7,191316.2,191779.8,192607.4,196440.1,199669.9,201776.3,203289.4,200883.5,200698.2,201534.8,202337.4,198238.6,199360.2,200412.0,202751.7,204343.8,204951.2,207049.1,208468.6,211951.8,214571.7,216132.8,217790.0,220886.9,221085.0,222179.4,224087.4,225340.1,251982.9,239108.6,228877.1,262916.4,246198.1,248689.1
"22000","Louisiana","2","Population (midperiod, persons) 1/",4593160,4598869,4605928,4612909,4617805,4622899,4629052,4634936,4639264,4643471,4649423,4655719,4659957,4664354,4669408,4673707,4676445,4679405,4681044,4680025,4677271,4674446,4673196,4671747,4668290,4665401,4664325,4663547,4660942,4658811,4657862,4656516,4652911,4648004,4644149,4641229,4636038,4631606,4628844
"22000","Louisiana","3","Per capita personal income (dollars) 2/",40342,41050,40813,41834,41207,41384,41430,41556,42343,43000,43398,43664,43108,43028,43161,43293,42391,42604,42814,43323,43689,43845,44306,44623,45402,45992,46337,46701,47391,47455,47700,48123,48430,54213,51486,49314,56711,53156,53726
"23000","Maine","1","Personal income (millions of dollars, seasonally adjusted)",53407.0,53948.3,53523.8,54250.8,53378.2,53582.1,53781.6,54226.1,54579.0,55527.4,56165.7,57182.2,57249.1,58124.2,58662.6,59289.3,59344.5,59861.0,60013.2,60618.3,61526.5,61935.9,62801.0,63451.4,64298.5,64917.7,65513.5,65757.0,67225.7,67567.9,67971.4,68656.8,69747.7,78020.5,71934.3,73068.6,82198.8,76557.6,76724.8
"23000","Maine","2","Population (midperiod, persons) 1/",1328359,1328110,1328397,1328801,1328488,1328400,1329027,1329971,1330382,1330864,1331210,1330994,1330061,1329317,1329687,1330736,1331224,1331874,1332988,1334119,1334623,1335228,1336507,1337854,1338524,1339483,1341043,1342703,1343738,1344997,1346669,1348324,1349254,1349857,1350792,1351930,1352370,1353109,1354360
"23000","Maine","3","Per capita personal income (dollars) 2/",40205,40620,40292,40827,40180,40336,40467,40772,41025,41723,42191,42962,43042,43725,44118,44554,44579,44945,45022,45437,46100,46386,46989,47428,48037,48465,48853,48974,50029,50236,50474,50920,51694,57799,53253,54048,60781,56579,56650
"24000","Maryland","1","Personal income (millions of dollars, seasonally adjusted)",310181.5,310706.6,311223.0,316591.9,310255.1,311095.4,311284.3,313461.3,316118.0,320928.3,325097.1,327609.3,334030.7,336428.3,338842.0,341510.1,345566.9,348711.9,351677.3,355581.4,356571.5,359708.1,362951.3,367876.0,367616.9,370677.0,374416.2,376077.2,377946.6,380467.2,381787.6,385385.3,390540.0,416733.5,409331.8,401477.7,446579.0,417297.3,421149.9
"24000","Maryland","2","Population (midperiod, persons) 1/",5871359,5882389,5894118,5904654,5912502,5920461,5930243,5940158,5948079,5955756,5964752,5973230,5979067,5985008,5991674,5997257,6000820,6004556,6010565,6017109,6021379,6025384,6030866,6035544,6037635,6040226,6044641,6048960,6050804,6053126,6056800,6059768,6059754,6057454,6055661,6054671,6052133,6050432,6050050
"24000","Maryland","3","Per capita personal income (dollars) 2/",52830,52820,52802,53617,52474,52546,52491,52770,53146,53885,54503,54846,55867,56212,56552,56944,57587,58075,58510,59095,59218,59699,60182,60952,60888,61368,61942,62172,62462,62855,63035,63597,64448,68797,67595,66309,73789,68970,69611
"25000","Massachusetts","1","Personal income (millions of dollars, seasonally adjusted)",372614.1,377892.9,376310.8,390253.5,378068.4,381841.1,383785.4,386749.4,391462.7,396910.8,405208.4,413748.1,420820.4,426861.0,429840.8,435393.5,436682.8,441680.9,448402.9,449969.9,455126.4,460557.4,467050.3,471665.6,479649.7,483565.5,489022.9,492577.5,504701.1,505549.0,506612.1,509594.6,517130.6,563989.1,540569.6,541731.7,587747.0,569068.7,571732.8
"25000","Massachusetts","2","Population (midperiod, persons) 1/",6646131,6657817,6671897,6685993,6696783,6708392,6722067,6735647,6746877,6758464,6770207,6779761,6786139,6793201,6802056,6810418,6816435,6823166,6832777,6843086,6850730,6858619,6867279,6873930,6877647,6882484,6887800,6891196,6891845,6893345,6896588,6899233,6898624,6895616,6891926,6887991,6884020,6881699,6879618
"25000","Massachusetts","3","Per capita personal income (dollars) 2/",56065,56759,56402,58369,56455,56920,57093,57418,58021,58728,59852,61027,62012,62837,63193,63931,64063,64733,65625,65755,66435,67150,68011,68617,69740,70260,70998,71479,73232,73339,73458,73862,74961,81790,78435,78649,85378,82693,83105
"26000","Michigan","1","Personal income (millions of dollars, seasonally adjusted)",384536.1,386851.3,387053.9,399735.3,389620.6,393010.7,394933.5,396742.2,401806.1,408879.7,413954.5,419439.0,427217.9,431767.0,435755.1,440014.4,442050.1,444893.6,446667.9,450509.3,454610.2,456875.3,459104.7,464436.7,471703.3,475165.2,478496.3,480542.5,487481.4,491845.6,492748.3,496013.5,498900.1,571734.4,534118.5,518481.2,590799.7,551964.2,549461.0
"26000","Michigan","2","Population (midperiod, persons) 1/",9893885,9896307,9902300,9908585,9909949,9912295,9918157,9924425,9927023,9929819,9934281,9937106,9935167,9934009,9938297,9944729,9947609,9951225,9958446,9966070,9969659,9973430,9979551,9983993,9983922,9985383,9988441,9989553,9986456,9984599,9985152,9984721,9979328,9971093,9965997,9963565,9955104,9947871,9945104
"26000","Michigan","3","Per capita personal income (dollars) 2/",38866,39090,39087,40342,39316,39649,39819,39976,40476,41177,41669,42209,43001,43464,43846,44246,44438,44707,44853,45204,45599,45809,46005,46518,47246,47586,47905,48105,48814,49260,49348,49677,49993,57339,53594,52038,59346,55486,55249
"27000","Minnesota","1","Personal income (millions of dollars, seasonally adjusted)",252473.4,255876.9,255950.5,264356.1,256546.9,258650.7,261442.8,262486.7,266226.1,271663.1,276456.2,279606.5,284170.3,285009.9,287195.5,289316.0,289067.6,289934.7,293877.3,296060.0,301717.4,302923.3,304026.1,309213.4,313321.1,317923.8,321346.2,325885.3,326360.8,327668.3,331025.5,333041.1,337428.2,369696.2,347531.0,348483.4,387039.0,370357.5,371814.2
"27000","Minnesota","2","Population (midperiod, persons) 1/",5366303,5373443,5383167,5393572,5401263,5409712,5420021,5430449,5438894,5447733,5457609,5466555,5472870,5479868,5489869,5500941,5510055,5519819,5531643,5543647,5553384,5563431,5575006,5585812,5594097,5603418,5613428,5622130,5628507,5635773,5643632,5650200,5654054,5656419,5659622,5663552,5665311,5668240,5672766
"27000","Minnesota","3","Per capita personal income (dollars) 2/",47048,47619,47546,49013,47498,47812,48236,48336,48949,49867,50655,51149,51923,52010,52314,52594,52462,52526,53127,53405,54330,54449,54534,55357,56009,56737,57246,57965,57984,58141,58655,58943,59679,65359,61405,61531,68317,65339,65544
"28000","Mississippi","1","Personal income (millions of dollars, seasonally adjusted)",99699.7,100586.5,99791.2,101431.4,101395.8,101780.1,103602.4,102491.2,102973.4,104330.6,104513.1,105204.8,105114.5,106011.9,106528.6,106601.0,107150.7,107174.5,107414.8,108257.8,109451.3,109496.0,110345.0,111136.7,111474.2,112538.6,113002.3,114257.2,115364.3,115450.6,116767.2,117761.2,118876.9,134069.1,124763.4,122243.3,143908.0,130056.4,129825.7
"28000","Mississippi","2","Population (midperiod, persons) 1/",2983108,2983972,2985804,2987768,2988374,2989108,2990433,2991539,2991690,2991687,2992236,2992483,2991440,2990457,2990675,2991236,2990810,2990467,2991011,2991611,2991138,2990562,2990161,2988759,2986095,2983740,2982709,2982061,2980225,2978685,2977608,2975983,2972908,2968921,2966316,2964929,2961129,2957449,2955544
"28000","Mississippi","3","Per capita personal income (dollars) 2/",33421,33709,33422,33949,33930,34050,34645,34260,34420,34874,34928,35156,35138,35450,35620,35638,35827,35839,35913,36187,36592,36614,36903,37185,37331,37717,37886,38315,38710,38759,39215,39571,39987,45158,42060,41230,48599,43976,43926
"29000","Missouri","1","Personal income (millions of dollars, seasonally adjusted)",239408.2,242348.7,241283.1,248885.5,243821.6,244912.2,245632.9,246433.1,248717.6,252947.0,256406.2,259199.0,260605.1,262310.8,264408.4,265761.4,268639.3,269508.6,270978.1,273288.2,274351.6,275956.8,277874.1,281473.2,283917.3,288926.5,290574.1,294397.9,298120.7,298703.5,301496.2,303863.5,306862.5,334622.5,314342.5,316248.8,358461.9,333748.5,333376.4
"29000","Missouri","2","Population (midperiod, persons) 1/",6021147,6024079,6029316,6034836,6037310,6040524,6045688,6050882,6053838,6057011,6062333,6067744,6070169,6073215,6078242,6083151,6085839,6089088,6094784,6100999,6104649,6108543,6114105,6118836,6120789,6123756,6128672,6133328,6135402,6138321,6143396,6148622,6150802,6151427,6154104,6158432,6158796,6160030,6164142
"29000","Missouri","3","Per capita personal income (dollars) 2/",39761,40230,40018,41241,40386,40545,40629,40727,41084,41761,42295,42718,42932,43191,43501,43688,44142,44261,44461,44794,44941,45176,45448,46001,46386,47181,47412,48000,48590,48662,49076,49420,49890,54398,51079,51352,58203,54180,54083
"30000","Montana","1","Personal income (millions of dollars, seasonally adjusted)",40379.8,40665.7,40655.3,41978.1,40921.8,41270.8,41437.8,41659.5,42478.0,43433.9,43908.6,44402.5,45303.9,45443.0,45658.9,45408.3,45471.9,45661.4,46151.0,47012.3,47954.8,48720.0,48964.4,49458.9,50261.2,50744.0,51056.7,51895.9,52904.6,53110.1,53887.9,54547.6,54541.7,61337.9,56754.8,58006.2,65459.3,61721.7,61973.3
"30000","Montana","2","Population (midperiod, persons) 1/",1001789,1003326,1005616,1008349,1010541,1012857,1015354,1017692,1019613,1021587,1023981,1026438,1028347,1030364,1032977,1035798,1038226,1040748,1043767,1046921,1049610,1052338,1055017,1057209,1058877,1060750,1063027,1065295,1067097,1069029,1071696,1074735,1077213,1079466,1082001,1084745,1086888,1089268,1092077
"30000","Montana","3","Per capita personal income (dollars) 2/",40308,40531,40428,41631,40495,40747,40811,40935,41661,42516,42880,43259,44055,44104,44201,43839,43798,43874,44216,44905,45688,46297,46411,46783,47467,47838,48030,48715,49578,49681,50283,50755,50632,56822,52454,53475,60226,56663,56748
"31000","Nebraska","1","Personal income (millions of dollars, seasonally adjusted)",85966.6,87009.1,85664.4,88376.9,87496.6,87591.5,87583.1,86923.6,90095.3,92639.9,92865.2,94495.8,95539.8,96271.7,96909.1,96408.0,94930.6,94651.7,94724.4,95045.4,95267.1,96583.9,97329.7,99267.4,99501.0,100195.1,101103.3,104017.3,103306.4,103017.7,105090.2,106306.4,107252.6,115856.0,109348.9,113722.5,125501.3,121057.7,121282.6
"31000","Nebraska","2","Population (midperiod, persons) 1/",1849093,1852046,1855590,1859011,1861479,1864178,1867790,1871667,1874850,1878137,1881827,1885254,1887776,1890491,1894119,1898007,1901182,1904576,1908078,1911079,1913278,1915573,1918327,1920816,1922397,1924336,1926651,1928729,1930032,1931587,1933665,1935663,1936742,1937348,1938407,1939875,1940334,1941133,1942645
"31000","Nebraska","3","Per capita personal income (dollars) 2/",46491,46980,46166,47540,47004,46987,46891,46442,48055,49325,49348,50124,50610,50924,51163,50794,49932,49697,49644,49734,49793,50420,50737,51680,51759,52067,52476,53930,53526,53333,54348,54920,55378,59801,56412,58624,64680,62364,62432
"32000","Nevada","1","Personal income (millions of dollars, seasonally adjusted)",107915.9,108874.9,108201.8,112397.0,108448.7,109294.1,110246.0,111493.3,113685.9,116214.1,118344.0,121244.9,124839.9,126882.5,127509.7,129235.8,129034.9,130644.8,134739.9,133813.8,137728.4,139728.0,141977.1,142633.3,146972.7,148204.1,150557.2,153422.8,156710.6,158112.9,159448.4,161423.7,164957.5,175735.0,167946.4,165710.1,189134.2,178824.1,179436.4
"32000","Nevada","2","Population (midperiod, persons) 1/",2733323,2740745,2749278,2758018,2765446,2772897,2782571,2793671,2803736,2813719,2825704,2838765,2850546,2862368,2875344,2888601,2900823,2913130,2926594,2940411,2953017,2965491,2979910,2995204,3009173,3023352,3038705,3054305,3068652,3083172,3097568,3110786,3122643,3133273,3144432,3156432,3167315,3178410,3190463
"32000","Nevada","3","Per capita personal income (dollars) 2/",39482,39725,39356,40753,39216,39415,39620,39909,40548,41303,41881,42710,43795,44328,44346,44740,44482,44847,46040,45509,46640,47118,47645,47621,48842,49020,49547,50232,51068,51283,51475,51892,52826,56087,53411,52499,59714,56262,56242
"33000","New Hampshire","1","Personal income (millions of dollars, seasonally adjusted)",66733.6,67368.5,67436.2,69882.6,67024.3,67597.7,67845.8,68347.0,68815.9,70260.5,70643.4,72285.1,71950.2,73268.4,73572.3,75107.3,74909.1,75848.9,76739.1,76872.2,78034.1,78643.1,80231.5,80653.8,82283.8,82737.2,83713.0,83910.2,86540.0,86621.1,86811.3,87217.9,88831.3,94577.5,90828.1,92455.4,100593.4,98883.1,98034.8
"33000","New Hampshire","2","Population (midperiod, persons) 1/",1323196,1324114,1325232,1326141,1326389,1326867,1328276,1330249,1331754,1333340,1334897,1335970,1336417,1337025,1338430,1340154,1341420,1342834,1344721,1346634,1348016,1349470,1351167,1352552,1353331,1354375,1355961,1357615,1358702,1359995,1361811,1363723,1364948,1365849,1366952,1368179,1368893,1369930,1371355
"33000","New Hampshire","3","Per capita personal income (dollars) 2/",50434,50878,50886,52696,50531,50945,51078,51379,51673,52695,52920,54107,53838,54800,54969,56044,55843,56484,57067,57085,57888,58277,59379,59631,60801,61089,61737,61807,63693,63692,63747,63956,65080,69244,66446,67576,73485,72181,71488
"34000","New Jersey","1","Personal income (millions of dollars, seasonally adjusted)",482710.3,484616.7,485208.2,497575.4,487609.8,491490.4,492748.0,498104.7,506778.8,512327.1,518437.2,524517.2,531750.3,535482.5,539928.8,541261.9,547848.7,549160.0,553402.1,557794.8,562856.1,569804.6,575533.0,581736.0,588936.5,594021.5,600657.2,604405.0,614159.4,617871.7,620427.1,623804.9,633312.1,666296.8,656932.5,653454.2,713107.7,681614.8,688956.7
"34000","New Jersey","2","Population (midperiod, persons) 1/",8840690,8843519,8849071,8854252,8855019,8856121,8860153,8864331,8865269,8866121,8869488,8872312,8870946,8869932,8872056,8874358,8873478,8872947,8876874,8882461,8884393,8886104,8890054,8892771,8891455,8890988,8893075,8894619,8892434,8890986,8892789,8894656,8892331,8886338,8880858,8876834,8870833,8865730,8862327
"34000","New Jersey","3","Per capita personal income (dollars) 2/",54601,54799,54832,56196,55066,55497,55614,56192,57165,57785,58452,59118,59943,60371,60857,60992,61740,61891,62342,62797,63353,64123,64739,65417,66236,66812,67542,67952,69065,69494,69767,70133,71220,74980,73972,73613,80388,76882,77740
"35000","New Mexico","1","Personal income (millions of dollars, seasonally adjusted)",74218.8,75000.7,74287.9,75394.0,73208.5,73466.6,73521.8,74050.2,75878.7,77407.2,78659.8,79954.6,79400.5,79854.1,79847.1,80355.5,80735.5,81479.1,81626.6,81815.2,82115.3,82406.3,83065.2,83853.0,85113.4,85939.8,87132.8,87941.6,89214.4,89899.7,91117.2,91925.4,93388.9,102972.7,98167.3,95885.0,110656.4,101549.4,102375.9
"35000","New Mexico","2","Population (midperiod, persons) 1/",2085618,2086893,2088861,2090696,2091472,2092214,2092855,2092754,2091759,2090634,2090711,2091237,2090710,2090156,2090755,2091836,2092068,2092265,2092994,2093641,2093326,2092815,2093351,2094127,2093874,2093660,2094895,2096873,2097857,2098910,2101089,2103714,2105359,2106155,2107303,2109032,2109925,2110930,2112571
